2024-07-22 19:59:53,880 INFO    StreamThr :2854535 [internal.py:wandb_internal():85] W&B internal server running at pid: 2854535, started at: 2024-07-22 19:59:53.879747
2024-07-22 19:59:53,882 DEBUG   HandlerThread:2854535 [handler.py:handle_request():158] handle_request: status
2024-07-22 19:59:53,888 INFO    WriterThread:2854535 [datastore.py:open_for_write():87] open: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_195953-jwaea65v/run-jwaea65v.wandb
2024-07-22 19:59:53,888 DEBUG   SenderThread:2854535 [sender.py:send():379] send: header
2024-07-22 19:59:53,904 DEBUG   SenderThread:2854535 [sender.py:send():379] send: run
2024-07-22 19:59:54,440 INFO    SenderThread:2854535 [dir_watcher.py:__init__():211] watching files in: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_195953-jwaea65v/files
2024-07-22 19:59:54,440 INFO    SenderThread:2854535 [sender.py:_start_run_threads():1188] run started: jwaea65v with start time 1721645993.879522
2024-07-22 19:59:54,445 DEBUG   HandlerThread:2854535 [handler.py:handle_request():158] handle_request: check_version
2024-07-22 19:59:54,445 DEBUG   SenderThread:2854535 [sender.py:send_request():406] send_request: check_version
2024-07-22 19:59:54,489 DEBUG   HandlerThread:2854535 [handler.py:handle_request():158] handle_request: run_start
2024-07-22 19:59:54,495 DEBUG   HandlerThread:2854535 [system_info.py:__init__():26] System info init
2024-07-22 19:59:54,495 DEBUG   HandlerThread:2854535 [system_info.py:__init__():41] System info init done
2024-07-22 19:59:54,495 INFO    HandlerThread:2854535 [system_monitor.py:start():194] Starting system monitor
2024-07-22 19:59:54,495 INFO    SystemMonitor:2854535 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-22 19:59:54,495 INFO    HandlerThread:2854535 [system_monitor.py:probe():214] Collecting system info
2024-07-22 19:59:54,496 INFO    SystemMonitor:2854535 [interfaces.py:start():188] Started cpu monitoring
2024-07-22 19:59:54,496 INFO    SystemMonitor:2854535 [interfaces.py:start():188] Started disk monitoring
2024-07-22 19:59:54,496 INFO    SystemMonitor:2854535 [interfaces.py:start():188] Started gpu monitoring
2024-07-22 19:59:54,497 INFO    SystemMonitor:2854535 [interfaces.py:start():188] Started memory monitoring
2024-07-22 19:59:54,497 INFO    SystemMonitor:2854535 [interfaces.py:start():188] Started network monitoring
2024-07-22 19:59:54,507 DEBUG   HandlerThread:2854535 [system_info.py:probe():152] Probing system
2024-07-22 19:59:54,513 DEBUG   HandlerThread:2854535 [system_info.py:_probe_git():137] Probing git
2024-07-22 19:59:54,521 DEBUG   HandlerThread:2854535 [system_info.py:_probe_git():145] Probing git done
2024-07-22 19:59:54,521 DEBUG   HandlerThread:2854535 [system_info.py:probe():200] Probing system done
2024-07-22 19:59:54,521 DEBUG   HandlerThread:2854535 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-07-22T10:59:54.507503', 'startedAt': '2024-07-22T10:59:53.872164', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/49ball/RLMPPI.git', 'commit': 'd840ef43f61a44564506509555dfd7f585de43bd'}, 'email': '49ball@naver.com', 'root': '/home/jeongtae/RLMPPI/src', 'host': 'jeongtae-B760MZ-E-PRO', 'username': 'jeongtae', 'executable': '/home/jeongtae/anaconda3/envs/RLMPPI/bin/python3', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 2062.487958333333, 'min': 800.0, 'max': 4783.333333333333}, 'cpu_freq_per_core': [{'current': 3479.415, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 3226.553, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 3325.743, 'min': 800.0, 'max': 5100.0}, {'current': 800.733, 'min': 800.0, 'max': 5100.0}, {'current': 3568.676, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 3718.601, 'min': 800.0, 'max': 5200.0}, {'current': 3386.14, 'min': 800.0, 'max': 5200.0}, {'current': 3902.637, 'min': 800.0, 'max': 5200.0}, {'current': 3799.171, 'min': 800.0, 'max': 5200.0}, {'current': 4219.593, 'min': 800.0, 'max': 5100.0}, {'current': 3987.635, 'min': 800.0, 'max': 5100.0}, {'current': 3598.951, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 799.868, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 1890.9, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}], 'disk': {'/': {'total': 491.082275390625, 'used': 240.92399978637695}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.111347198486328}}
2024-07-22 19:59:54,521 INFO    HandlerThread:2854535 [system_monitor.py:probe():224] Finished collecting system info
2024-07-22 19:59:54,521 INFO    HandlerThread:2854535 [system_monitor.py:probe():227] Publishing system info
2024-07-22 19:59:54,521 DEBUG   HandlerThread:2854535 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-22 19:59:55,441 INFO    Thread-12 :2854535 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_195953-jwaea65v/files/conda-environment.yaml
2024-07-22 19:59:55,690 DEBUG   HandlerThread:2854535 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-22 19:59:55,691 INFO    HandlerThread:2854535 [system_monitor.py:probe():229] Finished publishing system info
2024-07-22 19:59:55,694 DEBUG   SenderThread:2854535 [sender.py:send():379] send: files
2024-07-22 19:59:55,694 INFO    SenderThread:2854535 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-22 19:59:55,748 DEBUG   HandlerThread:2854535 [handler.py:handle_request():158] handle_request: python_packages
2024-07-22 19:59:55,748 DEBUG   HandlerThread:2854535 [handler.py:handle_request():158] handle_request: stop_status
2024-07-22 19:59:55,749 DEBUG   SenderThread:2854535 [sender.py:send_request():406] send_request: python_packages
2024-07-22 19:59:55,749 DEBUG   SenderThread:2854535 [sender.py:send_request():406] send_request: stop_status
