2024-07-22 22:25:10,074 INFO    StreamThr :3009469 [internal.py:wandb_internal():85] W&B internal server running at pid: 3009469, started at: 2024-07-22 22:25:10.073873
2024-07-22 22:25:10,075 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: status
2024-07-22 22:25:10,078 INFO    WriterThread:3009469 [datastore.py:open_for_write():87] open: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/run-7hhrg71w.wandb
2024-07-22 22:25:10,079 DEBUG   SenderThread:3009469 [sender.py:send():379] send: header
2024-07-22 22:25:10,097 DEBUG   SenderThread:3009469 [sender.py:send():379] send: run
2024-07-22 22:25:10,618 INFO    SenderThread:3009469 [dir_watcher.py:__init__():211] watching files in: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files
2024-07-22 22:25:10,618 INFO    SenderThread:3009469 [sender.py:_start_run_threads():1188] run started: 7hhrg71w with start time 1721654710.073844
2024-07-22 22:25:10,625 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: check_version
2024-07-22 22:25:10,626 DEBUG   SenderThread:3009469 [sender.py:send_request():406] send_request: check_version
2024-07-22 22:25:10,678 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: run_start
2024-07-22 22:25:10,684 DEBUG   HandlerThread:3009469 [system_info.py:__init__():26] System info init
2024-07-22 22:25:10,684 DEBUG   HandlerThread:3009469 [system_info.py:__init__():41] System info init done
2024-07-22 22:25:10,684 INFO    HandlerThread:3009469 [system_monitor.py:start():194] Starting system monitor
2024-07-22 22:25:10,684 INFO    SystemMonitor:3009469 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-22 22:25:10,684 INFO    HandlerThread:3009469 [system_monitor.py:probe():214] Collecting system info
2024-07-22 22:25:10,685 INFO    SystemMonitor:3009469 [interfaces.py:start():188] Started cpu monitoring
2024-07-22 22:25:10,686 INFO    SystemMonitor:3009469 [interfaces.py:start():188] Started disk monitoring
2024-07-22 22:25:10,686 INFO    SystemMonitor:3009469 [interfaces.py:start():188] Started gpu monitoring
2024-07-22 22:25:10,686 INFO    SystemMonitor:3009469 [interfaces.py:start():188] Started memory monitoring
2024-07-22 22:25:10,687 INFO    SystemMonitor:3009469 [interfaces.py:start():188] Started network monitoring
2024-07-22 22:25:10,695 DEBUG   HandlerThread:3009469 [system_info.py:probe():152] Probing system
2024-07-22 22:25:10,699 DEBUG   HandlerThread:3009469 [system_info.py:_probe_git():137] Probing git
2024-07-22 22:25:10,706 DEBUG   HandlerThread:3009469 [system_info.py:_probe_git():145] Probing git done
2024-07-22 22:25:10,706 DEBUG   HandlerThread:3009469 [system_info.py:probe():200] Probing system done
2024-07-22 22:25:10,706 DEBUG   HandlerThread:3009469 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-07-22T13:25:10.695349', 'startedAt': '2024-07-22T13:25:10.063273', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/49ball/RLMPPI.git', 'commit': 'dc268df5b1e18472f4e63706f95050e525d72dbb'}, 'email': '49ball@naver.com', 'root': '/home/jeongtae/RLMPPI/src', 'host': 'jeongtae-B760MZ-E-PRO', 'username': 'jeongtae', 'executable': '/home/jeongtae/anaconda3/envs/RLMPPI/bin/python3', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 2013.9085833333336, 'min': 800.0, 'max': 4783.333333333333}, 'cpu_freq_per_core': [{'current': 3708.577, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4389.313, 'min': 800.0, 'max': 5100.0}, {'current': 1133.526, 'min': 800.0, 'max': 5100.0}, {'current': 3956.607, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 3835.476, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 2054.51, 'min': 800.0, 'max': 5200.0}, {'current': 3252.172, 'min': 800.0, 'max': 5200.0}, {'current': 800.0, 'min': 800.0, 'max': 5200.0}, {'current': 4490.049, 'min': 800.0, 'max': 5200.0}, {'current': 3862.582, 'min': 800.0, 'max': 5100.0}, {'current': 1306.852, 'min': 800.0, 'max': 5100.0}, {'current': 4141.12, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 1386.033, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}, {'current': 1312.996, 'min': 800.0, 'max': 4100.0}, {'current': 1503.993, 'min': 800.0, 'max': 4100.0}, {'current': 800.0, 'min': 800.0, 'max': 4100.0}], 'disk': {'/': {'total': 491.082275390625, 'used': 241.0287628173828}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.111347198486328}}
2024-07-22 22:25:10,706 INFO    HandlerThread:3009469 [system_monitor.py:probe():224] Finished collecting system info
2024-07-22 22:25:10,706 INFO    HandlerThread:3009469 [system_monitor.py:probe():227] Publishing system info
2024-07-22 22:25:10,706 DEBUG   HandlerThread:3009469 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-22 22:25:11,618 INFO    Thread-12 :3009469 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files/conda-environment.yaml
2024-07-22 22:25:11,823 DEBUG   HandlerThread:3009469 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-22 22:25:11,824 INFO    HandlerThread:3009469 [system_monitor.py:probe():229] Finished publishing system info
2024-07-22 22:25:11,825 DEBUG   SenderThread:3009469 [sender.py:send():379] send: files
2024-07-22 22:25:11,825 INFO    SenderThread:3009469 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-22 22:25:11,867 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: python_packages
2024-07-22 22:25:11,867 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: stop_status
2024-07-22 22:25:11,867 DEBUG   SenderThread:3009469 [sender.py:send_request():406] send_request: python_packages
2024-07-22 22:25:11,867 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-22 22:25:11,867 DEBUG   SenderThread:3009469 [sender.py:send_request():406] send_request: stop_status
2024-07-22 22:25:12,076 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: partial_history
2024-07-22 22:25:12,076 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: partial_history
2024-07-22 22:25:12,076 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: partial_history
2024-07-22 22:25:12,076 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: partial_history
2024-07-22 22:25:12,076 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: partial_history
2024-07-22 22:25:12,101 DEBUG   SenderThread:3009469 [sender.py:send():379] send: telemetry
2024-07-22 22:25:12,102 DEBUG   SenderThread:3009469 [sender.py:send():379] send: telemetry
2024-07-22 22:25:12,561 INFO    wandb-upload_0:3009469 [upload_job.py:push():130] Uploaded file /tmp/tmp_2jh6jc6wandb/57407lzy-wandb-metadata.json
2024-07-22 22:25:12,618 INFO    Thread-12 :3009469 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files/conda-environment.yaml
2024-07-22 22:25:12,618 INFO    Thread-12 :3009469 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files/requirements.txt
2024-07-22 22:25:12,619 INFO    Thread-12 :3009469 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files/wandb-metadata.json
2024-07-22 22:25:12,619 INFO    Thread-12 :3009469 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jeongtae/RLMPPI/src/logs/car/1/wandb/run-20240722_222510-7hhrg71w/files/output.log
2024-07-22 22:25:12,868 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-22 22:25:13,628 DEBUG   SenderThread:3009469 [sender.py:send():379] send: exit
2024-07-22 22:25:13,629 INFO    SenderThread:3009469 [sender.py:send_exit():586] handling exit code: 255
2024-07-22 22:25:13,629 INFO    SenderThread:3009469 [sender.py:send_exit():588] handling runtime: 2
2024-07-22 22:25:13,629 INFO    SenderThread:3009469 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-22 22:25:13,629 INFO    SenderThread:3009469 [sender.py:send_exit():594] send defer
2024-07-22 22:25:13,630 DEBUG   HandlerThread:3009469 [handler.py:handle_request():158] handle_request: defer
2024-07-22 22:25:13,630 INFO    HandlerThread:3009469 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-22 22:25:13,630 DEBUG   SenderThread:3009469 [sender.py:send_request():406] send_request: defer
